Date,Atm_Temp,Sur_Temp,Rainfall,Humidity,Windspeed,Population,Hotel_Occupancy,Water_Consumption
2005-01-01,21.165561867580813,30.50453681295332,0.0,51.553101572538246,13.068610256550885,100647.81189129628,61.87706260714859,35138.036802077746
2005-01-02,20.067687513885087,29.552748807451813,0.0,52.05503045501455,17.108304517378173,100546.80123367299,57.54670483041674,29183.94805398882
2005-01-03,21.811573748433922,31.354876133410677,0.0,58.97029790867691,13.660111457027238,99636.12722318599,47.34118806817793,20359.993495113715
2005-01-04,23.734083980839248,34.073077494648665,0.0,48.49812126681994,14.103989554925404,100606.49816681317,60.09236192326152,44113.88319978058
2005-01-05,20.391341237927794,30.847590726456325,0.0,50.60668557345862,14.356663747010815,99178.70948466043,73.39802464890258,37149.34755991253
2005-01-06,20.562743060575986,27.518086521332826,0.0,51.53103709007778,13.734801760984025,100239.7724709502,56.22416985204277,30647.63929641597
2005-01-07,24.36050608000831,35.382141293835915,0.0,58.086835176860895,13.577321957223035,100182.65419869694,67.80983594131324,29570.943619393176
2005-01-08,22.907657179438466,34.34402521368222,0.0,59.46610391103757,13.210415131393493,100588.89095631923,62.63425133136831,33804.90822850977
2005-01-09,20.604139434772907,29.55395289741124,0.0,55.45909551175534,17.741426477454887,100206.50583812276,51.68489493507194,25449.38375251387
2005-01-10,22.798051528986704,31.82575328425187,0.0,59.59040975393895,16.286301900466164,99895.71990059849,57.11177402258552,15518.552657900149
2005-01-11,20.955431712807517,30.505178325029245,0.0,54.652839179209835,17.40626957564048,99937.21862947496,60.90962596504163,28704.50603584842
2005-01-12,21.119585491545678,30.363581472089074,0.0,53.23907375928827,17.79237991275625,101368.62449337164,48.703437559337445,38479.218456896335
2005-01-13,22.703139673173723,32.92706654712033,0.0,60.33205069301142,10.175563066420011,100065.3202239908,30.56515883668297,35585.76347725542
2005-01-14,18.560167170743902,26.61364188438504,0.0,57.21154369628799,15.542409543470905,100324.53784597378,48.819427351388114,30075.589346220982
2005-01-15,19.103697286135805,27.985769678099064,0.0,51.42941257278583,13.66188180022975,99017.41912001724,36.079189368964904,24870.299667721876
2005-01-16,21.59500651685911,33.13420371703402,0.0,60.42626784130387,17.04516467597744,99616.32155092266,50.644210459610605,34975.53397039309
2005-01-17,20.859162088137243,29.930942120789226,0.0,54.72718550251078,13.304483535290075,100291.38402231556,41.580027523943755,47072.50685950602
2005-01-18,23.67770691175344,34.921135189856365,0.0,54.44430687950476,12.653588365924566,99226.7387382393,67.94872378043902,30470.524243570435
2005-01-19,21.39664846588122,31.751986661471356,0.0,60.89041507484585,11.866847044074174,100310.69941683362,47.81211484343379,18126.877937274
2005-01-20,20.55062159327055,28.74135387868229,0.0,56.3062972876577,14.10123676560663,99675.43732279113,65.56676787735559,38940.39619000761
2005-01-21,26.468058759606823,37.10338795482303,0.0,59.018315123728875,16.506730271622363,99523.07434502227,68.27630429702587,44826.94947115704
2005-01-22,23.24569282793366,33.1280255257408,0.0,60.704188778167456,15.158041490738496,99677.58187318589,68.10682402362204,40524.743372232806
2005-01-23,23.99169047181192,33.53622341556218,0.0,53.798552728510224,12.20790121393015,100807.76942907218,42.88654034666251,14452.197762731032
2005-01-24,21.16538351963282,31.410340612804823,0.0,59.95401260753047,18.884639622060217,100212.70896074513,73.27108363020112,52292.872120535045
2005-01-25,23.083170577072806,33.5578040626396,0.0,65.09123757855446,15.84316546568065,99592.78181112454,66.71919173888422,38910.59335040708
2005-01-26,24.549601104924044,35.25719292689866,2.37242309400391,53.873176132310576,16.06232865217479,100437.66992615405,71.02592518853727,47576.19288041966
2005-01-27,22.1803062625595,33.3585591101075,0.0,61.21413127896435,17.0396506372916,100466.86917204593,81.74564294424917,63260.50536908005
2005-01-28,25.38689874571985,35.7950346584982,0.0,55.123666745155575,11.149921930419131,99863.34594959868,71.84982949815287,27938.914476663762
2005-01-29,23.586061021320276,32.21042693253391,0.0,64.68166522151776,12.566932146328675,100535.58681254766,52.53548889397918,16051.376559537322
2005-01-30,24.354368002013217,33.88072254436203,0.0,64.9350389219484,15.9939696605816,100561.37481779912,71.34610091328753,48304.81632966296
2005-01-31,23.883296214062252,36.82634454933088,0.0,58.4018071757966,12.683328423402017,100485.66598367336,50.223959377773454,11543.542690853265
2005-02-01,28.938712442673378,39.66320350305511,0.0,71.51645540826532,13.710360660996452,99725.12398338047,65.07281203258948,35669.37702211425
2005-02-02,25.35305726590713,37.722344566718625,0.0,66.29322997645241,14.059226381111312,99474.4740536121,61.10786714834736,31803.485882133
2005-02-03,23.408931273764395,34.80436535596358,0.0,64.58335118903324,11.612968081933015,99219.56633789952,66.67456479864377,43834.284406020044
2005-02-04,27.312107387117553,37.553909458673296,0.0,64.58708960635303,13.39798066452049,99740.24268042622,51.905630970853466,26216.35694277966
2005-02-05,23.36631543459596,33.66772250437708,0.0,66.53564001510713,15.899236902244754,99886.09452081518,53.48021743993177,38650.14443647643
2005-02-06,26.364994059617146,36.3284140197403,0.0,56.916321702994466,15.47854758879979,99928.78195694117,63.348276458631716,27708.17507489527
2005-02-07,22.165428453391712,30.427623837545212,0.0,63.14257539460765,16.193887368695673,100050.39823962424,66.02907502960737,27490.54282722389
2005-02-08,23.564095386611815,33.58214263908003,0.0,64.356886895704,15.934652265966907,100942.49427460505,64.40345166441217,39372.386606415006
2005-02-09,26.74804548064002,37.95872003318221,0.0,60.707965701290746,14.672530773900991,99908.21141338421,83.56749400689745,49653.211311095285
2005-02-10,27.963228770340635,37.36358877551943,12.733946947096204,65.29656756791945,14.458878289923272,100055.61294170516,73.69530807562572,46124.70526844254
2005-02-11,26.95908274480272,37.37103574386453,0.0,69.39116386701559,14.25579352623608,99173.20408052522,73.81095314486217,58741.63706237257
2005-02-12,26.513139623552973,37.36473066944617,0.0,61.38002693782938,12.437537435507611,101197.98573226902,66.41018515136822,52912.492431258324
2005-02-13,26.26832028105809,35.35863984174562,0.0,63.468933842616806,11.5731481764016,99428.04629965244,56.69326461990498,39738.27463067325
2005-02-14,24.037539289781616,33.58623642543795,0.0,59.88624006176322,12.194172237975005,99734.57264775533,70.94254196313969,50348.51910411979
2005-02-15,25.67687780602833,34.65896631555117,15.013875472387795,55.298187396581525,12.860578737730847,100437.86102343508,89.4223983299527,53262.73449236209
2005-02-16,26.315162841039548,35.49299723435014,7.706003797736307,68.3675416685208,12.139215051729305,100215.09621910908,73.95311742771891,55448.06326875634
2005-02-17,29.468414682077686,38.18080939842463,0.0,64.57967148508348,14.215737422201276,100915.59313514954,83.19443496127182,52219.21311710196
2005-02-18,28.156957456102475,37.25650899472445,23.322889727932775,65.17733883969504,13.728067421949936,100456.00682786375,84.8030715013919,42691.08690915766
2005-02-19,24.056977774060154,35.476433454858,0.0,60.23224807870362,13.878141976833998,100057.35797438107,78.344586843837,38457.47832907748
2005-02-20,28.34231620762897,37.42683917853868,13.32396591854118,64.4607788924978,13.896563242089195,100622.04193442217,75.28518452385849,55451.13206038642
2005-02-21,27.03279394987512,37.15925316893581,0.0,71.08888596732612,15.518380740495296,100682.65397293419,63.531560725026544,37101.72706149219
2005-02-22,26.555612566955855,36.052743813284906,0.0,65.82301981903285,13.042286221569421,99773.92061930893,71.64389828725558,61953.30780749953
2005-02-23,29.2369634594285,40.41582939646544,0.0,66.1731405537706,15.007643439698803,100587.51469308212,70.43188028336434,31186.10987801551
2005-02-24,30.17738963506551,41.48855193166913,0.0,67.26842256946433,13.954661584100176,99996.8694186508,77.64612734468231,58355.358593805206
2005-02-25,30.07732577125654,40.94139575339549,26.275978144900826,60.247620424016006,15.110478536729106,100058.26104620725,60.50363052442057,31483.496376644143
2005-02-26,26.6332712172128,36.93940577031556,8.155731433831795,69.74801484782795,16.009346852058368,100183.46664151445,69.56221183445636,45547.59137022987
2005-02-27,27.787759304642357,37.55669976780146,0.0,60.536377538110415,13.861438263238046,99923.60956382962,79.25871107019843,33424.31873150985
2005-02-28,29.160697778082405,37.96882307389116,12.241681333015269,62.29826392415543,12.842925042555857,99898.70442608699,68.47336454983247,22103.53294236592
2005-03-01,30.538729837002748,42.482258718124946,10.45799757087554,61.929205320480236,12.756472695528736,100610.36042412434,66.60682121043709,54468.76131708342
2005-03-02,27.716215071605387,36.956542053852836,15.620669448302122,66.4730022614392,11.547234285412227,99355.53054732496,68.10954008708269,35848.8601145114
2005-03-03,28.387599098114798,39.051245445147636,22.350539004793646,65.75557058519557,11.40499441565398,99591.1865272704,73.55265736333716,52464.7402425446
2005-03-04,26.62800515142158,37.687570724044974,8.196864119958121,67.675225007326,14.141030412413082,100461.36699155525,52.71510942064364,26436.583334783703
2005-03-05,26.527400216434145,35.97211971952881,3.135245239287638,63.31334613030875,10.33302043476641,100089.55027042043,69.29785026717444,51263.32274383872
2005-03-06,30.62136034131083,41.6593728686268,21.045416899528526,73.02009399457675,15.412801430904773,100623.7563260114,86.51645820633645,45141.516658982764
2005-03-07,31.782618185168005,42.54683138850686,21.621235655549935,72.31041409968437,11.802057848172408,100308.96613906173,80.44920018814446,34223.52134704554
2005-03-08,28.997259638692668,40.72522347407443,15.4314797252439,67.41349219924807,17.751284428045615,99465.14767047817,81.62422542786021,53501.04978667349
2005-03-09,31.216778672950394,40.74743220652368,37.02160311962218,66.027592171393,10.561921393994705,100165.41720963879,59.352226972360384,44260.13716644628
2005-03-10,29.998688885887233,38.71282486860752,11.685261856001699,65.65404620485793,12.368976413913014,100403.2739005446,73.68426072681714,49651.97141057925
2005-03-11,28.048132779019003,37.54264302357449,7.877565263352981,67.1260196014051,11.084792653668789,100255.01982926666,76.85632633907505,43613.28729554843
2005-03-12,30.12135179043578,40.33020533297012,21.864720383884595,61.795895015082024,10.121685662752734,99905.86291318627,82.83929783638627,29687.012423482374
2005-03-13,32.532037007203364,42.59024973428842,11.736848575398671,64.11389118748365,13.754311125317338,100005.0298399399,89.47644680176913,40385.580077825645
2005-03-14,29.438913084731634,39.04547518845709,24.23833555362931,73.3217322858279,9.333976583079124,99863.95742211962,88.07895464685673,43000.30530699836
2005-03-15,32.69163557754707,40.78243811856982,11.74431690190425,70.63375896221746,10.110852664218273,99483.4014591994,72.83329512802788,40340.00048453259
2005-03-16,24.37180763054352,34.84229062667262,16.857257301296983,77.39396810732866,12.553124283317164,99416.63021757614,73.2090714705886,
